person_id,source,volume
i-7ds99BkmLPWLP4KGmbRfzB,http://www.wikidata.org/entity/Q21597634,
i-7ds99BkmLPWLP4KGmbRfzB,http://www.wikidata.org/entity/Q21597636,
i-7ds99BkmLPWLP4KGmbRfzB,http://www.wikidata.org/entity/Q21597645,
i-7ds99BkmLPWLP4KGmbRfzB,http://www.wikidata.org/entity/Q21597646,
i-7ds99BkmLPWLP4KGmbRfzB,http://www.wikidata.org/entity/Q21597647,
i-7ds99BkmLPWLP4KGmbRfzB,http://www.wikidata.org/entity/Q50395049,
i-7eaDwLCH46J5Z48Agp4bDd,http://www.wikidata.org/entity/Q10685690,
i-7f8sxDeLWjdsC2LNnCjUUf,http://www.wikidata.org/entity/Q110346241,
i-7f8sxDeLWjdsC2LNnCjUUf,http://www.wikidata.org/entity/Q21600495,
i-7f8sxDeLWjdsC2LNnCjUUf,http://www.wikidata.org/entity/Q379406,
i-7fFgo4WQw2AZD5MU9tkws7,http://www.wikidata.org/entity/Q111443541,
i-7fVaAEB7bi8DWd4cVRZ6WB,http://www.wikidata.org/entity/Q110346241,
i-7fVaAEB7bi8DWd4cVRZ6WB,http://www.wikidata.org/entity/Q21586312,
i-7g9Kh6qPpSFyyYgrWimtEm,http://www.wikidata.org/entity/Q110346241,
i-7g9Kh6qPpSFyyYgrWimtEm,http://www.wikidata.org/entity/Q21600483,
i-7g9Kh6qPpSFyyYgrWimtEm,http://www.wikidata.org/entity/Q379406,
i-7gSKVFq5GsgutoVdRQPtCt,http://www.wikidata.org/entity/Q110346241,
i-7gSKVFq5GsgutoVdRQPtCt,http://www.wikidata.org/entity/Q111443541,
i-7gs1j74zvk9AY6w24zDaqq,http://www.wikidata.org/entity/Q111443541,
i-7guUiEuabcPHVYgvz49roW,http://www.wikidata.org/entity/Q110346241,
i-7guUiEuabcPHVYgvz49roW,http://www.wikidata.org/entity/Q21600495,
i-7guUiEuabcPHVYgvz49roW,http://www.wikidata.org/entity/Q49213654,
i-7guUiEuabcPHVYgvz49roW,http://www.wikidata.org/entity/Q50287327,
i-7h8oALVXjuheXj6Zv4VA5g,http://www.wikidata.org/entity/Q110346241,
i-7h8oALVXjuheXj6Zv4VA5g,http://www.wikidata.org/entity/Q22083543,
i-7h8oALVXjuheXj6Zv4VA5g,http://www.wikidata.org/entity/Q50798414,
i-7hJxjV8LT3MEVBaeAoCaWb,http://www.wikidata.org/entity/Q110346241,
i-7iHFGJYpD6oEQtoHMP5Xb8,http://www.wikidata.org/entity/Q111443541,
i-7iPA93ucfpYLfEjkeT9MSK,http://www.wikidata.org/entity/Q110346241,
i-7iPA93ucfpYLfEjkeT9MSK,http://www.wikidata.org/entity/Q111443541,
i-7iPA93ucfpYLfEjkeT9MSK,http://www.wikidata.org/entity/Q58370833,
i-7jFfJfyt43ZaqnLptmQi6p,http://www.wikidata.org/entity/Q110346241,
i-7jFfJfyt43ZaqnLptmQi6p,http://www.wikidata.org/entity/Q21586309,
i-7k8zFFY69k9DVxZJwLskxW,http://www.wikidata.org/entity/Q110346241,
i-7k8zFFY69k9DVxZJwLskxW,http://www.wikidata.org/entity/Q48761314,
i-7k8zFFY69k9DVxZJwLskxW,http://www.wikidata.org/entity/Q50798414,
i-7kvTbeTrH4YPLk8NfFEqEa,http://www.wikidata.org/entity/Q110346241,
i-7kvTbeTrH4YPLk8NfFEqEa,http://www.wikidata.org/entity/Q49213654,
i-7kvTbeTrH4YPLk8NfFEqEa,http://www.wikidata.org/entity/Q50287368,
i-7mE6ZmXofysGHJ8qjq2od2,http://www.wikidata.org/entity/Q110346241,
i-7myLKphxRpPbZ8Jc6eegbC,http://www.wikidata.org/entity/Q111443541,
i-7ncP65s3pARnGfdioAxc1C,http://www.wikidata.org/entity/Q110346241,
i-7ncP65s3pARnGfdioAxc1C,http://www.wikidata.org/entity/Q48761314,
i-7oBpdKNLc3LYD8YF1233E6,http://www.wikidata.org/entity/Q111443541,
i-7oTnqapnshRg18qXWm1AaJ,http://www.wikidata.org/entity/Q110346241,
i-7oTnqapnshRg18qXWm1AaJ,http://www.wikidata.org/entity/Q111443541,
i-7obXNCmoo5c3sVuUBAurF8,http://www.wikidata.org/entity/Q110346241,
i-7obXNCmoo5c3sVuUBAurF8,http://www.wikidata.org/entity/Q50287368,
i-7pnivDpo8PYE6nkpb4htFu,http://www.wikidata.org/entity/Q110346241,
i-7pnivDpo8PYE6nkpb4htFu,http://www.wikidata.org/entity/Q21600495,
i-7pth3hroNEXFT34XUAtauT,http://www.wikidata.org/entity/Q111443541,
i-7pth3hroNEXFT34XUAtauT,http://www.wikidata.org/entity/Q21597647,
i-7pth3hroNEXFT34XUAtauT,http://www.wikidata.org/entity/Q21597650,
i-7qWGCczgXmCbLWUggUPPsa,http://www.wikidata.org/entity/Q110346241,
i-7qWGCczgXmCbLWUggUPPsa,http://www.wikidata.org/entity/Q379406,
i-7qvitSSN8gQ1uzg5iwWjD9,http://www.wikidata.org/entity/Q110346241,
i-7qvitSSN8gQ1uzg5iwWjD9,http://www.wikidata.org/entity/Q379406,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q110346241,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q21586310,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q21597613,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q21597617,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q21597618,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q21597619,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q21597623,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q21597625,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q21597626,
i-7rTGY4HmQ2gMk8WrXkzzLY,http://www.wikidata.org/entity/Q98381491,7
i-7sFhzF4XyCBEam1XMECpMa,http://www.wikidata.org/entity/Q110346241,
i-7sFhzF4XyCBEam1XMECpMa,http://www.wikidata.org/entity/Q111443541,
i-7sKBEYey3RxADJTDSFtStb,http://www.wikidata.org/entity/Q110346241,
i-7sKBEYey3RxADJTDSFtStb,http://www.wikidata.org/entity/Q21586303,
i-7sQBxNge4bqaN6Hqf9E8Fa,http://www.wikidata.org/entity/Q110346241,
i-7sQBxNge4bqaN6Hqf9E8Fa,http://www.wikidata.org/entity/Q379406,
i-7u6TSL3B2X57aHRQYkKAD8,http://www.wikidata.org/entity/Q110346241,
i-7u6TSL3B2X57aHRQYkKAD8,http://www.wikidata.org/entity/Q379406,
i-7u6TSL3B2X57aHRQYkKAD8,http://www.wikidata.org/entity/Q678259,
i-7uNgresLrJM8ouaPNttMho,http://www.wikidata.org/entity/Q110346241,
i-7uNgresLrJM8ouaPNttMho,http://www.wikidata.org/entity/Q111443541,
i-7uaSUUd8dzPEY4mf8vDhcJ,http://www.wikidata.org/entity/Q110346241,
i-7uaSUUd8dzPEY4mf8vDhcJ,http://www.wikidata.org/entity/Q21597586,
i-7uaSUUd8dzPEY4mf8vDhcJ,http://www.wikidata.org/entity/Q21597606,
i-7uaSUUd8dzPEY4mf8vDhcJ,http://www.wikidata.org/entity/Q21597610,
i-7uaSUUd8dzPEY4mf8vDhcJ,http://www.wikidata.org/entity/Q21980378,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q110346241,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q111443541,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q21586303,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q21586311,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q21597631,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q21597634,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q21597636,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q21597645,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q21597646,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q21597647,
i-7ugPcnmZ6J6FiS44UnXL54,http://www.wikidata.org/entity/Q21597650,
i-7uuUnyJ3bq5XG4rgJmW78G,http://www.wikidata.org/entity/Q110346241,
i-7uuUnyJ3bq5XG4rgJmW78G,http://www.wikidata.org/entity/Q379406,
i-7v9HeYwTVq3hfeF6K7hYnB,http://www.wikidata.org/entity/Q19180675,
i-7v9HeYwTVq3hfeF6K7hYnB,http://www.wikidata.org/entity/Q19219752,
i-7v9HeYwTVq3hfeF6K7hYnB,http://www.wikidata.org/entity/Q207360,
i-7v9HeYwTVq3hfeF6K7hYnB,http://www.wikidata.org/entity/Q379406,
i-7v9HeYwTVq3hfeF6K7hYnB,http://www.wikidata.org/entity/Q48761314,
i-7v9HeYwTVq3hfeF6K7hYnB,http://www.wikidata.org/entity/Q602358,
i-7vWH6h3u1KyRdFh3Fq3Twv,http://www.wikidata.org/entity/Q110346241,
i-7wQbTHLS7SgLUavQDYjJ7s,http://www.wikidata.org/entity/Q379406,
i-7wRDSRAh4fX54DqvWtAjgg,http://www.wikidata.org/entity/Q110346241,
i-7wRDSRAh4fX54DqvWtAjgg,http://www.wikidata.org/entity/Q21600494,
i-7wRDSRAh4fX54DqvWtAjgg,http://www.wikidata.org/entity/Q49213654,
i-7wRDSRAh4fX54DqvWtAjgg,http://www.wikidata.org/entity/Q97570847,6
i-7wpJfhsL3MajNFbj85uaha,http://www.wikidata.org/entity/Q110346241,
i-7wxhTgq4HowBpwh35EYVhM,http://www.wikidata.org/entity/Q110346241,
i-7x3nPBLpeHFQLKxv7KF7Sf,http://www.wikidata.org/entity/Q110346241,
i-7xGMmknMbuzFdtRe58BrWc,http://www.wikidata.org/entity/Q110346241,
i-7xGMmknMbuzFdtRe58BrWc,http://www.wikidata.org/entity/Q48761314,
i-7xGMmknMbuzFdtRe58BrWc,http://www.wikidata.org/entity/Q49213654,
i-7xGMmknMbuzFdtRe58BrWc,http://www.wikidata.org/entity/Q50287327,
i-7xGMmknMbuzFdtRe58BrWc,http://www.wikidata.org/entity/Q50798414,
i-7xZiC6FLA6pkCy96DMokhV,http://www.wikidata.org/entity/Q110346241,
i-7xZiC6FLA6pkCy96DMokhV,http://www.wikidata.org/entity/Q21600495,
i-7yJee9UBmnMb8LPL7Gr9Xa,http://www.wikidata.org/entity/Q21597586,
i-7yJee9UBmnMb8LPL7Gr9Xa,http://www.wikidata.org/entity/Q21597589,
i-7yJee9UBmnMb8LPL7Gr9Xa,http://www.wikidata.org/entity/Q21597610,
i-7yJee9UBmnMb8LPL7Gr9Xa,http://www.wikidata.org/entity/Q21597612,
i-7yJee9UBmnMb8LPL7Gr9Xa,http://www.wikidata.org/entity/Q21597613,
i-7yJee9UBmnMb8LPL7Gr9Xa,http://www.wikidata.org/entity/Q21600456,
i-7yJee9UBmnMb8LPL7Gr9Xa,http://www.wikidata.org/entity/Q22341386,37
i-7yJee9UBmnMb8LPL7Gr9Xa,http://www.wikidata.org/entity/Q379406,
i-7yWf9kLFwMDdy6wya6Nk8Z,http://www.wikidata.org/entity/Q111443541,
i-7yfXXWebDvHY1mQSxkTTzL,http://www.wikidata.org/entity/Q111443541,
i-7yzcmgHgwvdw4zkJiWVkhj,http://www.wikidata.org/entity/Q110346241,
i-7yzcmgHgwvdw4zkJiWVkhj,http://www.wikidata.org/entity/Q379406,
i-7yzcmgHgwvdw4zkJiWVkhj,http://www.wikidata.org/entity/Q58370739,
i-7zRaPbhVZNneWsDMDoxEx7,http://www.wikidata.org/entity/Q110346241,
i-7zRaPbhVZNneWsDMDoxEx7,http://www.wikidata.org/entity/Q21586310,
i-7zRaPbhVZNneWsDMDoxEx7,http://www.wikidata.org/entity/Q48761314,
i-7zRaPbhVZNneWsDMDoxEx7,http://www.wikidata.org/entity/Q50287368,
i-81PQrPhnDLAmM1hjWyXu84,http://www.wikidata.org/entity/Q110346241,
i-81PQrPhnDLAmM1hjWyXu84,http://www.wikidata.org/entity/Q111443541,
i-81bAwmvmnZrm3a8bt3gqto,http://www.wikidata.org/entity/Q110346241,
i-81bAwmvmnZrm3a8bt3gqto,http://www.wikidata.org/entity/Q21597586,
i-81bAwmvmnZrm3a8bt3gqto,http://www.wikidata.org/entity/Q21980378,
i-81m3LpgjLj7yUBADMeYZjV,http://www.wikidata.org/entity/Q111443541,
i-81m3LpgjLj7yUBADMeYZjV,http://www.wikidata.org/entity/Q19897035,
i-81m3LpgjLj7yUBADMeYZjV,http://www.wikidata.org/entity/Q21597634,
i-81m3LpgjLj7yUBADMeYZjV,http://www.wikidata.org/entity/Q21597636,
i-81m3LpgjLj7yUBADMeYZjV,http://www.wikidata.org/entity/Q21597645,
i-81m3LpgjLj7yUBADMeYZjV,http://www.wikidata.org/entity/Q21597646,
i-81m3LpgjLj7yUBADMeYZjV,http://www.wikidata.org/entity/Q21597647,
i-81m3LpgjLj7yUBADMeYZjV,http://www.wikidata.org/entity/Q21597650,
i-81nJZ9adiSkpQWjb3dwe3v,http://www.wikidata.org/entity/Q110346241,
i-81nJZ9adiSkpQWjb3dwe3v,http://www.wikidata.org/entity/Q50287327,
i-81nJZ9adiSkpQWjb3dwe3v,http://www.wikidata.org/entity/Q50287368,
i-81poFV7Wk8CN5TX1Wqm1gn,http://www.wikidata.org/entity/Q110346241,
i-81poFV7Wk8CN5TX1Wqm1gn,http://www.wikidata.org/entity/Q21600449,
i-82FJELMx7YFRYjpsFj8aw9,http://www.wikidata.org/entity/Q111443541,
i-82MwvDv7xPN1fZSBKWshB8,http://www.wikidata.org/entity/Q111443541,
i-831weVJUgdkHmNJ3qar1qk,http://www.wikidata.org/entity/Q110346241,
i-831weVJUgdkHmNJ3qar1qk,http://www.wikidata.org/entity/Q21600495,
i-83EAQ7QvN1Fc3DJqydUjBr,http://www.wikidata.org/entity/Q110346241,
i-83EAQ7QvN1Fc3DJqydUjBr,http://www.wikidata.org/entity/Q21600494,
i-83EAQ7QvN1Fc3DJqydUjBr,http://www.wikidata.org/entity/Q58366813,
i-84CaU2aajmfrYKyB8RF9jC,http://www.wikidata.org/entity/Q110346241,
i-84SHMFud7z8pGRJm9wipf6,http://www.wikidata.org/entity/Q110346241,
i-84SHMFud7z8pGRJm9wipf6,http://www.wikidata.org/entity/Q21600495,
i-84xpErSjuTzEi5hvTA1Jtt,http://www.wikidata.org/entity/Q111443541,
i-85VtituoXaBtWGEYWBeNQ8,http://www.wikidata.org/entity/Q111443541,
i-85VtituoXaBtWGEYWBeNQ8,http://www.wikidata.org/entity/Q19897035,
i-85c8Guveo6yoBjLz8VTLQw,http://www.wikidata.org/entity/Q110346241,
i-85c8Guveo6yoBjLz8VTLQw,http://www.wikidata.org/entity/Q22083543,
i-85c8Guveo6yoBjLz8VTLQw,http://www.wikidata.org/entity/Q50287368,
i-85sjmp3FSreDDYnwxW4wqS,http://www.wikidata.org/entity/Q110346241,
i-86UCJVshbB61vRjLxQjFvP,http://www.wikidata.org/entity/Q110346241,
i-8743Lhyk8SSNk8Ne84jigz,http://www.wikidata.org/entity/Q110346241,
i-8743Lhyk8SSNk8Ne84jigz,http://www.wikidata.org/entity/Q111443541,
i-878wGKh7CgL3u3PS9wsgdP,http://www.wikidata.org/entity/Q110346241,
i-878wGKh7CgL3u3PS9wsgdP,http://www.wikidata.org/entity/Q21600494,
i-87J9L7KEcoTvFpdYMWuFTy,http://www.wikidata.org/entity/Q111443541,
i-87LPANBiBX7wLgJ4qtMBss,http://www.wikidata.org/entity/Q110346241,
i-87LPANBiBX7wLgJ4qtMBss,http://www.wikidata.org/entity/Q110952532,
i-87LPANBiBX7wLgJ4qtMBss,http://www.wikidata.org/entity/Q21600449,
i-87LPANBiBX7wLgJ4qtMBss,http://www.wikidata.org/entity/Q379406,
i-87NBz6nb2K17KjS3Duhy7Q,http://www.wikidata.org/entity/Q110346241,
i-87wR89GbzeMtEXt3vdo2gb,http://www.wikidata.org/entity/Q110346241,
i-87wR89GbzeMtEXt3vdo2gb,http://www.wikidata.org/entity/Q21600495,
i-87wR89GbzeMtEXt3vdo2gb,http://www.wikidata.org/entity/Q21600496,
i-87wR89GbzeMtEXt3vdo2gb,http://www.wikidata.org/entity/Q50287327,
i-883dSCGaDRjsxydnQYZSoY,http://www.wikidata.org/entity/Q110346241,
i-883dSCGaDRjsxydnQYZSoY,http://www.wikidata.org/entity/Q111443541,
i-88F2izoh1T5L92PUKZMdpe,http://www.wikidata.org/entity/Q110346241,
i-88MYG9139RJrdTz4uBEUfz,http://www.wikidata.org/entity/Q110346241,
i-88Rr2srthueHN77ugJ6fXS,http://www.wikidata.org/entity/Q110346241,
i-88Rr2srthueHN77ugJ6fXS,http://www.wikidata.org/entity/Q48761314,
i-88Rr2srthueHN77ugJ6fXS,http://www.wikidata.org/entity/Q49213654,
i-88Rr2srthueHN77ugJ6fXS,http://www.wikidata.org/entity/Q50287327,
i-88Rr2srthueHN77ugJ6fXS,http://www.wikidata.org/entity/Q50287368,
i-8926PWBczZCP1mfTq1Xj7j,http://www.wikidata.org/entity/Q110346241,
i-894QfS7aNCJs2z6oVt6J3F,http://www.wikidata.org/entity/Q111443541,
i-89BRXSiQXJAAKc8D16uNvG,http://www.wikidata.org/entity/Q110346241,
i-89BRXSiQXJAAKc8D16uNvG,http://www.wikidata.org/entity/Q111443541,
i-89BRXSiQXJAAKc8D16uNvG,http://www.wikidata.org/entity/Q21586313,
i-89BRXSiQXJAAKc8D16uNvG,http://www.wikidata.org/entity/Q58370833,
i-89Xt4xe7kMHGuKUnav6Lzb,http://www.wikidata.org/entity/Q110346241,
i-89Xt4xe7kMHGuKUnav6Lzb,http://www.wikidata.org/entity/Q21600449,
i-89Xt4xe7kMHGuKUnav6Lzb,http://www.wikidata.org/entity/Q21600494,
i-89Xt4xe7kMHGuKUnav6Lzb,http://www.wikidata.org/entity/Q22341372,23
i-89Zcvin6CawX5Xk1kZoFS6,http://www.wikidata.org/entity/Q110346241,
i-89Zcvin6CawX5Xk1kZoFS6,http://www.wikidata.org/entity/Q21600449,
i-89Zcvin6CawX5Xk1kZoFS6,http://www.wikidata.org/entity/Q21600495,
i-89izzNXPgBWj2WAHiaRLG5,http://www.wikidata.org/entity/Q110346241,
i-89izzNXPgBWj2WAHiaRLG5,http://www.wikidata.org/entity/Q58366813,
i-8AT979w9HvyQib7kjnFGYJ,http://www.wikidata.org/entity/Q110346241,
i-8AT979w9HvyQib7kjnFGYJ,http://www.wikidata.org/entity/Q379406,
i-8AT979w9HvyQib7kjnFGYJ,http://www.wikidata.org/entity/Q48761314,
i-8AT979w9HvyQib7kjnFGYJ,http://www.wikidata.org/entity/Q49213654,
i-8AT979w9HvyQib7kjnFGYJ,http://www.wikidata.org/entity/Q50287327,
i-8AT979w9HvyQib7kjnFGYJ,http://www.wikidata.org/entity/Q58367116,
i-8AhxJLZS4tkzePbePMP4WS,http://www.wikidata.org/entity/Q111443541,
i-8BE1LLKcA4iJMrUNYQhnfM,http://www.wikidata.org/entity/Q110346241,
i-8BMBMzFxLfhpheTNnBRi3a,http://www.wikidata.org/entity/Q110346241,
i-8BMBMzFxLfhpheTNnBRi3a,http://www.wikidata.org/entity/Q50798414,
i-8BTYtQ95yRpC5syyC4aHoY,http://www.wikidata.org/entity/Q111443541,
i-8BTYtQ95yRpC5syyC4aHoY,http://www.wikidata.org/entity/Q21597646,
i-8BTYtQ95yRpC5syyC4aHoY,http://www.wikidata.org/entity/Q21597647,
i-8BTYtQ95yRpC5syyC4aHoY,http://www.wikidata.org/entity/Q21597650,
i-8BanZgdur7prisxCh3DA8N,http://www.wikidata.org/entity/Q110346241,
i-8DX2HEsXGBiY7R9ZYRTmeN,http://www.wikidata.org/entity/Q111443541,
i-8DX2HEsXGBiY7R9ZYRTmeN,http://www.wikidata.org/entity/Q19897035,
i-8DX2HEsXGBiY7R9ZYRTmeN,http://www.wikidata.org/entity/Q50395049,
i-8Db8jR6saTELpLZLDGAjHE,http://www.wikidata.org/entity/Q111443541,
i-8EPzTFnE3djrEjh5ZKvSW1,http://www.wikidata.org/entity/Q110346241,
i-8EPzTFnE3djrEjh5ZKvSW1,http://www.wikidata.org/entity/Q21600449,
i-8FeKtrT5DmgTKt1JtCcHmB,http://www.wikidata.org/entity/Q110346241,
i-8FeKtrT5DmgTKt1JtCcHmB,http://www.wikidata.org/entity/Q21597622,
i-8GdisrKiGzJAj9xDdUP929,http://www.wikidata.org/entity/Q21597650,
i-8Groy7FiiyHD8AQRgfCvJ5,http://www.wikidata.org/entity/Q110346241,
i-8Groy7FiiyHD8AQRgfCvJ5,http://www.wikidata.org/entity/Q21600482,14
i-8Groy7FiiyHD8AQRgfCvJ5,http://www.wikidata.org/entity/Q22341384,35
i-8Groy7FiiyHD8AQRgfCvJ5,http://www.wikidata.org/entity/Q379406,
i-8Groy7FiiyHD8AQRgfCvJ5,http://www.wikidata.org/entity/Q58367116,
i-8H3MuQVwfmeFWhiNZz11g8,http://www.wikidata.org/entity/Q110346241,
i-8HQWSdZzxcdKYvCum8MMJg,http://www.wikidata.org/entity/Q110346241,
i-8HiHCwx1gXb8dA5FoekdCm,http://www.wikidata.org/entity/Q111443541,
i-8HiHungHEQFnPqnUhnscP3,http://www.wikidata.org/entity/Q111443541,
i-8JJL5nBWvuqFEZprH3q31h,http://www.wikidata.org/entity/Q110346241,
i-8JJL5nBWvuqFEZprH3q31h,http://www.wikidata.org/entity/Q385990,
i-8Jkb2CZ9EHEEwzcrYdMnLW,http://www.wikidata.org/entity/Q110346241,
i-8LKGSgnTGqPGxt8Y7DZWhx,http://www.wikidata.org/entity/Q110346241,
i-8LKGSgnTGqPGxt8Y7DZWhx,http://www.wikidata.org/entity/Q21600495,
i-8LKGSgnTGqPGxt8Y7DZWhx,http://www.wikidata.org/entity/Q48761314,
i-8LKGSgnTGqPGxt8Y7DZWhx,http://www.wikidata.org/entity/Q50287368,
i-8LKGSgnTGqPGxt8Y7DZWhx,http://www.wikidata.org/entity/Q58366813,
i-8LiUH5qEDDkMAe75vH8Z9D,http://www.wikidata.org/entity/Q110346241,
i-8LiUH5qEDDkMAe75vH8Z9D,http://www.wikidata.org/entity/Q21600495,
i-8LiUH5qEDDkMAe75vH8Z9D,http://www.wikidata.org/entity/Q48761314,
i-8LiUH5qEDDkMAe75vH8Z9D,http://www.wikidata.org/entity/Q49213654,
i-8LiUH5qEDDkMAe75vH8Z9D,http://www.wikidata.org/entity/Q86658269,
i-8Lq2FtVLPjm4ZuNxycmaDK,http://www.wikidata.org/entity/Q110346241,
i-8Lq2FtVLPjm4ZuNxycmaDK,http://www.wikidata.org/entity/Q111443541,
i-8Lq2FtVLPjm4ZuNxycmaDK,http://www.wikidata.org/entity/Q21597631,
i-8Lq2FtVLPjm4ZuNxycmaDK,http://www.wikidata.org/entity/Q21597634,
i-8Lq2FtVLPjm4ZuNxycmaDK,http://www.wikidata.org/entity/Q21597636,
i-8Lq2FtVLPjm4ZuNxycmaDK,http://www.wikidata.org/entity/Q50798414,
i-8MGRjLM2Wz73p8sAJppawD,http://www.wikidata.org/entity/Q110346241,
i-8MNvcPrNhVW2gd9o1fiYTU,http://www.wikidata.org/entity/Q111443541,
i-8MNvcPrNhVW2gd9o1fiYTU,http://www.wikidata.org/entity/Q19897035,
i-8Mc4kqXUWfmfvBpX7eKJNX,http://www.wikidata.org/entity/Q110346241,
i-8MqLiYQLvW8p4coMWq6afs,http://www.wikidata.org/entity/Q110346241,
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q21597586,
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q21597589,
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q21597606,
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q21597610,
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q21597612,
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q21597613,
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q21597619,
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q22341359,10
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q22341385,36
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q379406,
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q50287368,
i-8NVnXijLsBUcHyq6syxnDP,http://www.wikidata.org/entity/Q110346241,
i-8NVnXijLsBUcHyq6syxnDP,http://www.wikidata.org/entity/Q22083543,
i-8NVnXijLsBUcHyq6syxnDP,http://www.wikidata.org/entity/Q50395049,
i-8NVnXijLsBUcHyq6syxnDP,http://www.wikidata.org/entity/Q58367172,
i-8Nc7Pi4CxrPaJswNC5hQu6,http://www.wikidata.org/entity/Q111443541,
i-8Nc7Pi4CxrPaJswNC5hQu6,http://www.wikidata.org/entity/Q21597634,
i-8Nc7Pi4CxrPaJswNC5hQu6,http://www.wikidata.org/entity/Q21597636,
i-8Nc7Pi4CxrPaJswNC5hQu6,http://www.wikidata.org/entity/Q21597645,
i-8Nc7Pi4CxrPaJswNC5hQu6,http://www.wikidata.org/entity/Q21597646,
i-8Nc7Pi4CxrPaJswNC5hQu6,http://www.wikidata.org/entity/Q21597647,
i-8Nc7Pi4CxrPaJswNC5hQu6,http://www.wikidata.org/entity/Q21597650,
i-8PNfvDfYzAiJnAcuKMUBvy,http://www.wikidata.org/entity/Q111443541,
i-8PVe98F8qyBcQbdgnawnR4,http://www.wikidata.org/entity/Q110346241,
i-8PVe98F8qyBcQbdgnawnR4,http://www.wikidata.org/entity/Q21600481,
i-8PVe98F8qyBcQbdgnawnR4,http://www.wikidata.org/entity/Q21600495,
i-8QhUhC7tghVhGLiXuQy6st,http://www.wikidata.org/entity/Q110346241,
i-8QhUhC7tghVhGLiXuQy6st,http://www.wikidata.org/entity/Q110952532,
i-8QhUhC7tghVhGLiXuQy6st,http://www.wikidata.org/entity/Q116452747,
i-8QhUhC7tghVhGLiXuQy6st,http://www.wikidata.org/entity/Q379406,
i-8RCwPexVwig1Qx7gZH1HRG,http://www.wikidata.org/entity/Q110346241,
i-8Rh26BWHsu23CsDhDYmcE9,http://www.wikidata.org/entity/Q110346241,
i-8Rh26BWHsu23CsDhDYmcE9,http://www.wikidata.org/entity/Q110952532,
i-8Rh26BWHsu23CsDhDYmcE9,http://www.wikidata.org/entity/Q379406,
i-8Rh26BWHsu23CsDhDYmcE9,http://www.wikidata.org/entity/Q50287327,
i-8Rh26BWHsu23CsDhDYmcE9,http://www.wikidata.org/entity/Q58367116,
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q110346241,
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q21586303,
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q21586311,
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q21597610,
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q21597612,
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q21597613,
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q21597617,
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q21597618,
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q21597619,
